,V,A,D,text
4909,0.5,0.35,0.44999999999999996,My driver took a deep breath.
4910,0.5,0.4175,0.5,"As he did, his neck stretched in a strange way and I noticed several thin lines, like wrinkles, running across the sides of his neck."
4911,0.5,0.4175,0.5,"“Nathan,”"
4912,0.4175,0.4175,0.5,"“Nathan,” he began in the way that people speak when they start a long and difficult explanation,"
4913,0.4,0.6,0.5,“Rachel met someone last night whom it is best never to meet.
4914,0.5,0.44999999999999996,0.5,"This person, like me, is not a member of traditional society."
4915,0.35,0.65,0.44999999999999996,"You see, Nathan, there is …separate from your society …oh, damn it."
4916,0.5,0.5625,0.5,I’ve never had to give this conversation before.
4917,0.5,0.55,0.65,"Come on, I have something to show you.”"
4918,0.44999999999999996,0.55,0.5,"With that, he made a sharp turn onto a side street that I hadn’t noticed before."
4919,0.4,0.5,0.44999999999999996,We drove between slummy housing and storefronts so decayed that I couldn’t tell whether they were abandoned.
4920,0.5,0.4175,0.5,My driver turned again next to an old warehouse that I might have been in once when Mitch took us to a rave in sophomore year.
4921,0.44999999999999996,0.35,0.65,"In front of a few houses, there were cars parked, but there were almost none on the streets."
4922,0.5,0.4375,0.5625,"Their bumpers looked ready to drop off, and their paint was half smog."
4923,0.35,0.6,0.44999999999999996,I got a strange feeling that we weren’t supposed to be driving here.
4924,0.5,0.6,0.5,"“Hey,”"
4925,0.4375,0.5,0.4375,"“Hey,” I said, “are you sure that we should be going this way?"
4926,0.44999999999999996,0.6,0.44999999999999996,“are you sure that we should be going this way?
4927,0.5,0.4,0.55,I mean – ”
4928,0.44999999999999996,0.5,0.6,"“Just ignore that,”"
4929,0.44999999999999996,0.4,0.6,"“Just ignore that,” he told me."
4930,0.5,0.5,0.5,“You’ll be used to the sensation in a moment.”
4931,0.25,0.7,0.30000000000000004,That just unnerved me more.
4932,0.35,0.65,0.44999999999999996,"As we kept driving, the anxiety grew more pronounced."
4933,0.5,0.5,0.5,My girlfriend Rachel and I would go to the clubs near our school.
4934,0.5,0.5,0.5,"I noticed that there were some people on the street, people the same color as the soiled buildings."
4935,0.44999999999999996,0.5,0.5,Someone standing just in the lip of an alley glared at me with gleaming eyes.
4936,0.5,0.5,0.5,He parked and got out.
4937,0.4,0.55,0.30000000000000004,“Is it really safe to leave the car …”
4938,0.5,0.55,0.55,"he was already walking toward the squat, brick-windowed building we were parked next to."
4939,0.5,0.6,0.55,"I hopped out, ran after him, and reached him just as he was knocking on the door."
4940,0.4,0.55,0.6,"Someone opened it a crack, then ushered us in."
4941,0.6,0.7,0.65,"Sometimes we'd get word that people were gathering under one of the bridges, and we'd rush down to hit it before the cops broke it up."
4942,0.44999999999999996,0.5,0.5,"Inside, the building opened up."
4943,0.55,0.55,0.5,"The ceiling was high and wooden, and I could see part of a DJ’s booth down the hall."
4944,0.5,0.4,0.4,It looked like we were in the back of a nightclub.
4945,0.5,0.44999999999999996,0.55,Then I looked down and saw what had let us in.
4946,0.5,0.4375,0.5625,What up?”
4947,0.5,0.5,0.5,The hunchbacked being who let us in held out a scraggly paw for him to slap.
4948,0.75,0.6,0.55,"“Nice, my man,”"
4949,0.6,0.55,0.5,"“Nice, my man,” he said as they clasped hands."
4950,0.30000000000000004,0.7,0.65,“Who’s the freak?”
4951,0.5,0.5,0.5,“This is someone from Ivan’s family.
4952,0.5,0.4375,0.5625,Did I ever tell you about them?”
4953,0.30000000000000004,0.55,0.5,"“Yeah, one time, man, but you were pretty fucked up."
4954,0.35,0.6,0.55,"What’s your problem, kid?”"
4955,0.3325,0.6675,0.5,"It pulled back around his fingertips, which bore things that might have been nails or claws."
4956,0.5,0.5,0.44999999999999996,"Under matted hair, his eyes had slit pupils."
4957,0.625,0.25,0.5,Nepthys quickly answered for me.
4958,0.35,0.5,0.4,“Girlfriend troubles.
4959,0.4575,0.5,0.5,"She came down here with someone after a party, and I don’t think it was one of your average pixies.”"
4960,0.25,0.5,0.5,“Bummer.
4961,0.6,0.6,0.6,"So, what’s the cat look like?”"
4962,0.44999999999999996,0.5,0.6,"Nepthys nodded: “It’s okay, you can trust him."
4963,0.6,0.6,0.6,"“It’s okay, you can trust him."
4964,0.5,0.5,0.55,That’s why we came here.”
4965,0.44999999999999996,0.6,0.44999999999999996,“I …I noticed him from across the room when I was looking around for Rachel.
4966,0.44999999999999996,0.44999999999999996,0.44999999999999996,Boston is a strange place at night.
4967,0.55,0.44999999999999996,0.55,"He was standing right in front of some blue lights, so I couldn’t see him very well, but I noticed the way that the light set off his pale skin."
4968,0.55,0.55,0.55,It almost looked like the light bent around him without actually touching him directly.
4969,0.5,0.5,0.5,"He was slim, almost drawn, but he had a kind of … luster to him, I guess."
4970,0.5,0.5,0.5,"He wasn’t a person you’d describe with normal adjectives, you know?”"
4971,0.4,0.65,0.55,"You wouldn't believe half of the shit I've seen, even when I was straight."
4972,0.5,0.5,0.5,They nodded.
4973,0.55,0.55,0.5,"“Oh, totally,”"
4974,0.44999999999999996,0.4,0.55,"“Oh, totally,” said the hunchback."
4975,0.55,0.55,0.55,“I get that all the time around here.”
4976,0.5,0.5,0.5,"“He was wearing a sort of jacket …maybe blue velvet, I couldn’t tell in the dark, but it had ruffles at the throat, things like that."
4977,0.5,0.5,0.5,He really stood out.
4978,0.5,0.5,0.5,That’s why I couldn’t understand why no-one else remembered him.
4979,0.5,0.5,0.5,"He had some rings, too."
4980,0.4,0.5,0.5,"I remember that he hardly ever moved, just stared at Rachel."
4981,0.55,0.5,0.55,"Even when he talked, he hardly opened his mouth."
4982,0.44999999999999996,0.5,0.44999999999999996,I don’t know how he could’ve been heard over the music.”
4983,0.5,0.5,0.5,The two glanced at each other.
4984,0.5,0.55,0.44999999999999996,“What do you think?”
4985,0.5,0.375,0.5,asked the hunchback.
4986,0.4,0.44999999999999996,0.6,"“I’ve looked into it a little, and I do think we might be dealing with one of them."
4987,0.5,0.5,0.5625,Have you seen anyone like that in your club?”
4988,0.5,0.5,0.5,"“Not that I can remember, man."
4989,0.5,0.44999999999999996,0.55,"I can send you to a guy who knows all about them, though."
4990,0.5,0.4,0.5,It was a Friday night.
4991,0.75,0.65,0.55,"“You’re a wonder, Dvorov."
4992,0.4,0.44999999999999996,0.5,It won’t be long before nightfall.”
4993,0.5625,0.4375,0.5,"“Oh yeah, man."
4994,0.5,0.55,0.5,"Rachel and I went out to dinner, and when we finished, she saw that there was a message on her cell phone."
4995,0.5,0.44999999999999996,0.6,"Here, let me write down how to find him.”"
4996,0.5,0.44999999999999996,0.5,"The hunchback pulled out a scrap of paper and scribbled something on it with his fingernail, then handed it to Nepthys."
4997,0.5,0.35,0.55,"“Here you go, man."
4998,0.8325,0.7075,0.5,Good luck!”
4999,0.55,0.55,0.5,"“Thanks, Dvorov."
5000,0.65,0.55,0.4,I owe you one.
5001,0.5,0.44999999999999996,0.55,Let’s go.”
5002,0.4,0.44999999999999996,0.44999999999999996,That last one was to me.
5003,0.5,0.5,0.5425,I waved goodbye to the hunchback as we left.
5004,0.5,0.44999999999999996,0.5,"He gave me a half-hearted wave that made me wonder what exactly we were chasing, and whether I should be wearing body armor."
5005,0.5,0.6,0.6,"Back on the street, I began to see things that I had never looked for until then."
5006,0.44999999999999996,0.6,0.5,"Still in my initial shock, I suddenly noticed qualities of the people that my mind hadn’t registered when we parked."
5007,0.3325,0.5,0.5,"The yellow of this sky wasn’t just smog: it had a leeching, heavy dimness."
5008,0.5,0.5,0.5,I saw men three feet tall with dusty black skin and eyes that shed yellow light.
5009,0.5,0.5,0.5825,She checked it there in the restaurant.
5010,0.5,0.4175,0.5,"Leaning from the rough-hewn window of one building on our right was something with long, green hair draped across the seven gangly arms hanging from its windowsill."
5011,0.5,0.35,0.55,Thirty-five thin fingers waved lazily like seaweed.
5012,0.4375,0.5,0.5625,I noticed when my back hit the wall that I was walking backwards.
5013,0.4175,0.5,0.4175,"“We, and thousands like us, have been living separately as long as there has been a human society,”"
5014,0.5,0.5,0.44999999999999996,"“We, and thousands like us, have been living separately as long as there has been a human society,” said my driver."
5015,0.5,0.5,0.5,"Her head tilted into the phone as she listened, her pleather purse on her lap, shining jet against the worn black of her snug Dead Can Dance T-shirt."
5016,0.5,0.4,0.6,I noticed that the wrinkles on his neck expanded as he breathed and realized that they were gills.
5017,0.5,0.5,0.55,"“We interact with humans, take advantage of them, grant them boons, sometimes even become their friends, but the majority of both societies have little or no interaction."
5018,0.5,0.5,0.55,"At this point, we have removed ourselves so fully from quotidian human existence that we are understood to be fictional."
5019,0.4,0.6,0.4,"Those of us who live permanently in this world tend to set up in places like this, where the human population is so overwhelming that they won’t be noticed in the right corner, with the right protective spells.”"
5020,0.4175,0.4175,0.5,He took out the hunchback’s directions and glanced at an alley behind us.
5021,0.5,0.5,0.5625,We should get started right away.
5022,0.4575,0.4575,0.5425,He saw that I wasn’t moving.
5023,0.5,0.5,0.5,"Setting an arm on my shoulder, he said, “Nathan, what you see here might be frightening, but those things you saw are people just like you."
5024,0.55,0.55,0.5,They’ll be as surprised to see a human as you are to see men with seven arms.”
5025,0.6,0.55,0.55,“Thanks.
5026,0.65,0.55,0.55,It’s very reassuring that I’ll not only be an outsider but a curiosity.”
5027,0.5,0.44999999999999996,0.44999999999999996,"“It’s from Mitch,”"
5028,0.4,0.5,0.5,"“Nathan, you told me five minutes ago that you would do anything to help Rachel."
5029,0.55,0.5,0.5,"Well, she’s here and she needs your help."
5030,0.5,0.5625,0.625,"Now, the more we can do before nightfall, the better.”"
5031,0.5,0.4175,0.5,“But why are you even helping me?
5032,0.55,0.65,0.44999999999999996,"Until thirty seconds ago, I didn’t believe in magic or any of that kind of …weirdness.”"
5033,0.5,0.5,0.4375,"“Nathan, I told you: my family owes yours a debt."
5034,0.55,0.44999999999999996,0.55,"In this world, one’s word is a promise."
5035,0.44999999999999996,0.6,0.65,"Now, can we get going?”"
5036,0.5,0.5,0.6,I caught my breath and forced myself to look him in the eye.
5037,0.44999999999999996,0.55,0.5,“Only if you stop beginning every sentence with my name.”
5038,0.5,0.375,0.375,“You’ve got a deal.
5039,0.55,0.5,0.65,Let’s go.”
5040,0.5,0.55,0.5,"As we headed down the sidewalk, I said, “What is your name, anyway?”"
